"study","wave","version","versn_s","doi_gesis","doi_wvsa","studytit","uniqid","intrvwr_id","cntry","cntry_an","cntrycow","year","fw_start","fw_end","cntry_y","mode","mm_mixed_mode_evs5","mm_mode_fu_evs5","mm_matrix_group_evs5","mm_fw_start_fu_evs5","mm_fw_end_fu_evs5","mm_year_fu_evs5","ivlength","ivstart","ivstend","ivdate","mm_v277_fu_evs5","mm_v278a_fu_r_evs5","mm_v279a_fu_r_evs5","lnge_num","lnge_iso","gwght","pwght","wght_eq1000","reg_nuts1","reg_nuts2","reg_iso","size_5c","respint","a001","a002","a003","a004","a005","a006","a008","a009","a170","a173","a027","a029","a030","a032","a034","a035","a038","a039","a040","a041","a042","a065","a066","a067","a068","a071","a072","a074","a078","a079","a080_01","a080_02","a124_02","a124_03","a124_06","a124_08","a124_09","a165","b008","c001","c001_01","c002","c002_01","d081","d026_03","d026_05","c038","c039","c041","d001_b","g007_18_b","g007_33_b","g007_34_b","g007_35_b","g007_36_b","d054","d059","d060","d061","d078","e001","e002","e003","e004","y002","e012","e015","e018","e023","e025","e026","e027","e028","e033","e035","e036","e037","e039","e069_01","e069_02","e069_04","e069_05","e069_06","e069_07","e069_08","e069_18a","e069_18","e069_11","e069_12","e069_13","e069_14","e069_17","e069_20","e111_01","e114","e115","e116","e117","e179_wvs7","e181_evs5","e224","e225","e226","e227","e228","e229","e233","e233a","e233b","e235","e236","e263","e264","e265_01","e265_02","e265_03","e265_04","e265_05","e265_06","e265_07","e265_08","f025","f028","f028b_wvs7","f066_evs5","f034","f050","f051","f053","f054","f063","f114a","f115","f116","f117","f118","f119","f120","f121","f122","f123","f132","e290","f144_02","g005","g006","g052","g062","g063","g255","g256","g257","h009","h010","h011","x001","x002","x003","x003r","x003r2","g027a","x002_02a","x002_02b","v002","v002a","v002a_01","v001","v001a","v001a_01","x007","x026_01","x011","x013","x025a_01","x025r","w002a_01","w002r","v004am_01","v004rm","v004af_01","v004rf","x028","w003","x052","x035_evs5","x036e_wvs7","v097ef","w005_evs5","w006e_wvs7","x047_wvs7","x047e_evs5"
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722075,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,21.11,21.29,20170502,-4,-4,-4,128,"en",0.489886292,125231.12481,0.385208,"-4","-4",840035,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4,-2,-4,-2,-2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4,-2,-2,-2,-2,-2,-2,8,-2,-2,-2,-2,-2,-4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1997,20,1,1,-2,-2,"-1",-2,-2,"-1",-2,-2,"-1",6,-2,-2,1,-2,-2,-3,-3,-2,-2,-2,-2,-2,-3,-2,-4,0,-2,-4,-3,-2,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722076,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,37,16.55,17.33,20170501,-4,-4,-4,128,"en",0.188261485,125231.12481,0.385208,"-4","-4",840022,-5,1,1,2,2,3,1,3,1,3,9,9,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,2,-4,2,-4,1,3,1,1,1,2,1,3,2,2,2,2,1,4,4,3,2,1,2,4,1,2,1,2,1,2,2,2,2,2,5,4,3,7,2,2,1,1,2,2,3,2,3,-4,3,3,2,1,1,3,6,3,3,4,1,840002,-4,8,3,10,2,2,10,9,2,7,9,8,2,2,2,3,3,3,1,2,1,3,1,4,2,-4,1,1,1,1,1,7,3,2,3,2,10,8,8,6,2,1,10,3,5,1,1,4,2,3,2,2,1,2,3,3,1,1980,37,3,2,2,608,"PH",0,608,"PH",0,608,"PH",6,1,0,1,7,3,-3,-3,6,3,6,3,1,-3,3,-4,2,5,-4,-3,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722077,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,49,9.5,10.4,20170502,-4,-4,-4,128,"en",1.230956856,125231.12481,0.385208,"-4","-4",840013,3,2,2,1,2,4,2,2,2,2,9,4,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,2,3,-4,3,-4,4,2,2,2,3,2,2,2,2,2,2,3,1,3,3,3,3,1,3,2,4,3,1,1,1,2,2,2,2,2,4,5,4,7,5,1,1,3,1,3,2,3,3,-4,2,2,3,3,3,3,3,2,3,2,3,840001,-4,7,6,3,8,3,6,4,3,5,8,3,1,2,2,2,3,2,3,3,2,2,0,3,4,-4,2,1,1,1,1,4,4,6,5,4,5,7,3,2,2,1,2,1,2,1,2,3,3,2,2,2,2,2,2,3,2,1994,23,1,1,1,840,"US",1,840,"US",1,840,"US",6,2,1,5,4,2,-3,-3,-1,-1,3,2,1,-3,3,-4,1,10,-4,-3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722078,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,46,18.31,19.18,20170501,-4,-4,-4,128,"en",0.538806483,125231.12481,0.385208,"-4","-4",840043,5,2,1,1,2,3,1,2,2,1,8,7,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,2,1,2,-4,2,-4,3,1,1,1,1,2,1,2,2,3,2,3,1,3,3,3,3,2,3,1,3,1,0,2,3,3,1,2,2,3,3,2,5,8,2,2,2,3,3,2,2,2,3,-4,3,3,2,2,2,2,7,1,2,4,2,840002,-4,9,1,9,7,3,8,9,7,8,10,8,4,4,2,2,1,3,2,2,2,3,6,4,2,-4,1,1,0,0,0,9,7,5,1,1,5,1,3,4,3,1,3,1,5,0,-3,4,2,1,2,2,2,3,4,3,2,1988,29,2,1,2,356,"IN",-2,356,"IN",-2,356,"IN",1,1,0,2,7,3,-2,-2,-2,-2,-2,-2,5,1,3,-4,-3,-2,-4,1,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722079,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,47,19.58,20.46,20170501,-4,-4,-4,128,"en",0.697288392,125231.12481,0.385208,"-4","-4",840037,-5,2,1,1,1,3,2,1,1,1,9,9,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,2,3,2,-4,1,-4,3,5,4,3,3,3,2,3,2,3,3,3,1,4,4,3,4,2,1,1,2,2,0,2,1,2,1,2,2,3,8,8,1,1,1,3,2,3,4,2,4,3,3,-4,3,4,2,3,2,3,3,4,4,4,2,840001,-4,1,1,10,6,3,10,10,1,3,10,7,1,1,1,3,3,3,4,2,3,4,1,6,3,-4,1,1,1,1,1,10,1,1,1,1,-2,1,-2,6,6,3,8,1,3,1,2,2,2,4,3,2,2,2,2,2,1,1954,63,5,3,1,840,"US",1,840,"US",1,840,"US",1,1,0,2,6,3,5,3,3,2,3,2,4,4,1,-4,-3,4,-4,-3,8,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722080,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,41,12.5,13.32,20170502,-4,-4,-4,128,"en",0.948300244,125231.12481,0.385208,"-4","-4",840005,4,1,1,1,2,2,2,3,2,3,7,8,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,2,2,-4,1,-4,2,4,4,3,4,2,1,3,2,4,3,3,3,3,3,3,3,2,1,1,3,1,1,3,2,2,1,3,3,3,8,1,1,5,1,3,2,4,3,2,3,3,3,-4,2,3,-2,4,2,3,5,3,2,4,1,840001,-4,4,1,10,10,7,8,10,1,1,9,7,2,2,1,4,2,2,4,3,2,2,0,8,2,-4,2,1,1,1,1,10,1,1,2,1,9,1,9,10,9,1,8,1,10,1,2,2,1,3,2,1,1,4,4,2,2,1951,66,6,3,1,840,"US",1,840,"US",1,840,"US",5,1,1,2,3,2,-3,-3,3,2,3,2,3,-3,2,-4,4,4,-4,-3,3,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722081,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,28,15.34,16.02,20170501,-4,-4,-4,128,"en",1.026714182,125231.12481,0.385208,"-4","-4",840030,-5,2,1,2,2,2,2,2,2,2,7,8,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,2,-4,3,-4,2,4,4,3,3,4,1,2,2,2,2,2,2,3,3,3,3,1,2,1,3,1,0,2,2,2,1,2,2,3,3,6,4,3,3,1,1,2,2,2,3,3,2,-4,3,3,2,2,2,2,6,3,2,3,2,840002,-4,5,3,9,7,5,5,8,-2,5,8,8,3,1,2,2,2,3,3,2,2,3,8,2,3,-4,1,1,0,1,1,5,7,6,1,1,5,2,7,8,2,2,7,1,9,1,2,3,2,2,2,2,2,1,3,3,2,1964,53,4,3,1,840,"US",1,840,"US",1,840,"US",1,1,1,2,-2,-2,3,2,3,2,3,2,1,8,2,-4,-2,7,-4,-3,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722082,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,90,19.53,21.24,20170502,-4,-4,-4,128,"en",0.686880792,125231.12481,0.385208,"-4","-4",840005,4,2,1,2,3,3,1,3,3,3,4,4,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,2,2,-4,3,-4,3,4,3,2,2,2,1,2,2,3,2,2,2,3,3,3,3,1,2,4,2,3,1,1,2,2,1,1,2,2,4,3,5,6,3,3,2,3,3,2,3,3,3,-4,4,4,3,3,3,3,3,3,3,4,1,840004,-4,6,4,9,7,2,10,8,1,4,10,4,2,1,1,2,2,4,2,2,1,3,0,8,5,-4,2,0,0,0,0,3,2,5,7,7,9,9,7,5,7,6,10,1,9,1,2,3,1,2,2,2,1,1,3,2,1,1967,50,4,3,1,840,"US",1,840,"US",1,840,"US",1,1,3,5,6,3,4,2,5,3,2,1,1,2,2,-4,4,6,-4,1,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722083,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,30,19.3,20,20170503,-4,-4,-4,128,"en",0.584418643,125231.12481,0.385208,"-4","-4",840003,5,2,1,2,2,3,2,1,2,3,6,8,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,3,-4,3,-4,4,4,3,2,2,4,2,2,2,3,3,3,2,3,3,3,3,3,2,2,4,3,0,1,1,2,1,3,3,3,-2,3,3,8,2,2,2,3,3,2,3,3,3,-4,3,3,3,3,2,3,-2,-2,-2,-2,-2,840002,-4,-2,-2,-2,-2,-2,-2,6,-2,-2,7,-2,2,2,2,2,3,1,2,3,1,1,-2,2,2,-4,1,1,1,1,1,10,1,1,1,1,1,1,2,4,1,1,1,1,1,-2,3,2,4,4,3,3,3,4,4,2,2,1969,48,4,2,-2,-2,"-1",-2,-2,"-1",-2,-2,"-1",1,-2,-2,4,5,3,3,2,-2,-2,-2,-2,1,-2,-2,-4,-2,-2,-4,-3,-2,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722084,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,24,16.58,17.22,20170501,-4,-4,-4,128,"en",0.674417871,125231.12481,0.385208,"-4","-4",840049,3,1,3,1,1,2,2,4,1,1,9,9,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,2,-4,1,-4,1,5,4,4,2,5,2,2,1,2,2,2,3,4,4,4,4,3,1,2,4,3,0,1,3,2,1,1,1,2,2,1,7,9,4,4,2,2,1,2,3,2,2,-4,4,3,3,1,2,1,2,3,3,4,2,840002,-4,7,1,10,7,2,9,10,1,1,9,4,1,1,2,3,2,3,2,1,2,3,0,8,8,-4,3,0,0,0,0,1,1,2,1,1,10,8,10,10,10,10,7,1,4,1,3,4,2,3,1,3,3,3,4,4,2,1974,43,3,2,1,840,"US",1,840,"US",1,840,"US",1,1,0,2,8,3,6,3,7,3,8,3,1,3,1,-4,1,1,-4,1,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722085,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,287,19.08,23.55,20170515,-4,-4,-4,128,"en",0.713524626,125231.12481,0.385208,"-4","-4",840013,3,1,1,2,1,2,3,3,1,1,9,9,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,2,1,2,-4,2,-4,3,3,3,2,3,5,1,2,1,2,2,2,3,4,4,2,4,3,1,2,3,2,0,1,2,2,3,1,1,2,3,6,3,9,2,3,2,1,1,2,3,3,2,-4,3,3,3,2,2,2,2,4,2,4,1,840002,-4,10,1,10,10,1,10,10,8,8,8,8,1,1,1,4,3,4,1,1,1,4,2,4,4,-4,2,1,1,1,1,2,1,3,1,1,10,7,10,10,7,1,3,3,6,1,3,5,3,4,3,2,2,1,3,3,1,1985,32,2,2,1,840,"US",1,840,"US",1,840,"US",1,1,0,2,6,3,7,3,6,3,7,3,1,1,2,-4,6,1,-4,1,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722086,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,31,20.17,20.49,20170501,-4,-4,-4,128,"en",0.66372646,125231.12481,0.385208,"-4","-4",840033,5,1,1,2,2,1,2,3,2,2,8,7,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,2,1,2,-4,2,-4,1,4,4,4,3,3,1,3,2,3,2,2,2,4,4,3,4,1,3,2,4,3,1,2,3,1,1,1,2,1,2,1,5,8,1,3,2,2,2,2,3,2,2,-4,3,2,3,2,2,2,6,4,3,4,1,840002,-4,8,1,10,9,1,10,10,9,3,10,9,2,1,2,4,4,4,2,1,3,4,1,8,8,-4,2,0,0,0,0,2,3,1,1,1,10,6,9,9,9,1,5,1,3,1,2,4,2,2,2,3,2,2,3,3,1,1964,53,4,3,1,840,"US",1,840,"US",1,840,"US",1,1,0,2,4,2,4,2,3,2,3,2,1,3,2,-4,1,5,-4,4,6,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722087,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,290,18.22,23.13,20170505,-4,-4,-4,128,"en",0.678702186,125231.12481,0.385208,"-4","-4",840003,5,2,1,3,3,4,2,2,2,4,5,4,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,-4,3,-4,1,3,3,3,3,3,3,3,3,4,3,3,1,4,4,4,4,1,3,2,1,2,1,2,1,4,2,3,3,3,2,10,5,1,5,2,2,4,4,2,4,4,4,-4,4,4,4,4,4,4,5,3,3,3,3,5,-4,2,4,3,3,8,3,4,4,5,5,5,3,3,4,4,4,3,4,4,4,4,1,3,1,-4,1,1,1,1,1,10,1,5,1,5,10,5,1,5,5,5,5,1,10,1,3,3,2,2,2,2,2,1,2,3,1,1985,32,2,2,2,316,"GU",0,316,"GU",0,316,"GU",1,1,5,6,4,2,4,2,5,3,6,3,1,5,3,-4,6,1,-4,-3,1,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722088,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,18.13,18.32,20170503,-4,-4,-4,128,"en",0.279250181,125231.12481,0.385208,"-4","-4",840023,3,1,1,1,1,3,2,4,2,1,8,10,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,-2,1,0,0,0,0,0,1,1,1,0,2,2,3,-4,1,-4,1,5,1,1,1,5,1,2,2,3,2,3,1,3,1,4,1,2,3,1,2,2,1,1,1,2,1,3,3,3,8,5,5,2,1,4,1,4,4,1,1,2,4,-4,1,1,4,4,1,3,6,1,1,2,2,840001,-4,5,1,10,1,7,8,8,7,7,10,7,1,1,3,1,1,1,4,4,1,1,0,8,8,-4,2,0,0,0,0,7,7,1,1,1,9,6,5,5,10,5,10,1,10,1,2,5,2,2,2,3,2,1,4,4,1,1985,32,2,2,1,840,"US",1,840,"US",1,840,"US",2,1,1,4,4,2,4,2,5,3,6,3,1,1,2,-4,3,1,-4,1,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722089,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,10.43,13.42,20170506,-4,-4,-4,128,"en",0.691946382,125231.12481,0.385208,"-4","-4",840003,3,2,1,3,2,3,1,4,2,2,8,7,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,-4,2,-4,2,4,3,2,2,3,1,3,2,4,2,2,2,3,3,2,3,1,2,1,4,2,1,3,1,2,1,2,2,3,7,1,1,1,1,3,1,4,3,1,4,2,3,-4,2,4,2,4,2,2,8,2,1,3,2,840001,-4,1,1,10,1,5,10,10,8,10,10,7,2,1,3,2,1,1,4,4,1,3,0,8,8,-4,2,0,0,0,0,1,1,1,1,1,10,7,7,10,5,1,10,1,5,1,1,2,4,4,2,3,2,2,4,4,1,1981,36,3,2,1,840,"US",1,840,"US",1,840,"US",1,1,5,6,6,3,4,2,3,2,3,2,1,5,2,-4,4,6,-4,-3,3,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722090,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,130,16.48,18.59,20170504,-4,-4,-4,128,"en",1.545893025,125231.12481,0.385208,"-4","-4",840046,4,2,1,2,1,2,1,1,2,3,7,8,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,-4,3,-4,2,3,2,1,2,3,2,3,2,3,2,2,1,3,3,3,3,1,2,2,1,2,1,2,1,1,2,2,2,2,5,1,3,6,4,2,2,2,2,3,4,3,2,-4,4,3,3,2,3,2,1,3,4,4,2,840002,-4,2,4,10,10,1,10,2,6,5,10,6,2,2,2,2,1,3,3,2,2,2,0,7,2,-4,1,1,0,1,0,10,3,4,1,1,8,5,3,5,1,1,7,3,5,1,1,4,1,2,1,1,1,2,2,3,1,1964,53,4,3,1,840,"US",1,840,"US",1,840,"US",1,1,1,5,4,2,4,2,3,2,3,2,1,1,2,-4,5,-2,-4,6,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722091,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,73,18.31,19.45,20170516,-4,-4,-4,128,"en",1.515355623,125231.12481,0.385208,"-4","-4",840037,-5,2,1,3,3,3,1,2,2,1,5,9,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,-2,0,0,0,0,0,1,0,1,1,2,-4,2,-4,1,4,4,2,2,2,1,2,2,3,2,2,2,4,3,3,4,1,2,2,4,3,1,2,1,3,1,2,2,1,3,4,4,8,7,1,2,3,3,1,3,2,-2,-4,4,3,2,3,1,1,3,4,3,4,1,840002,-4,5,5,9,4,7,5,9,3,3,9,6,2,1,3,2,2,3,4,3,2,3,0,4,3,-4,1,1,1,1,1,8,1,1,1,1,10,3,10,3,7,1,3,1,8,1,3,4,2,3,4,4,4,4,1,2,1,1979,38,3,2,1,840,"US",1,840,"US",1,840,"US",1,1,4,2,4,2,3,2,-2,-2,-2,-2,1,8,2,-4,7,6,-4,-3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722092,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,37,18.09,18.47,20170518,-4,-4,-4,128,"en",0.616514959,125231.12481,0.385208,"-4","-4",840014,3,3,1,3,1,4,4,4,2,1,7,10,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,-4,3,-4,5,5,1,5,5,5,1,2,1,4,2,2,1,1,3,3,1,1,3,4,1,2,0,1,3,3,1,3,2,3,1,4,4,3,1,3,3,3,3,4,4,4,4,-4,4,4,4,4,4,4,5,1,2,4,2,840004,-4,5,5,5,6,1,5,10,5,1,5,5,3,3,3,2,2,2,3,3,2,3,0,8,3,-4,2,1,1,0,0,10,1,1,1,1,1,5,1,10,1,1,5,5,5,1,1,3,4,4,2,2,2,4,4,4,1,1990,27,2,1,1,840,"US",-2,840,"US",-2,840,"US",6,2,0,5,4,2,-3,-3,4,2,3,2,3,-3,3,-4,-3,7,-4,-3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722093,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,48,11.48,12.37,20170504,-4,-4,-4,128,"en",1.095850399,125231.12481,0.385208,"-4","-4",840010,-5,1,1,-2,2,2,1,1,2,2,9,9,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,1,-4,1,-4,5,4,4,2,1,2,1,2,1,3,2,2,2,2,3,2,3,2,1,1,2,2,1,3,1,2,1,1,2,3,10,7,1,1,1,2,2,3,4,3,3,3,3,-4,2,3,3,4,2,4,3,4,3,4,1,840001,-4,1,1,10,1,1,10,10,3,10,10,8,1,1,1,3,2,3,3,1,3,3,2,1,1,-4,1,1,1,1,1,10,1,1,1,1,1,1,1,3,1,1,1,1,7,1,1,3,3,4,3,3,2,2,4,4,1,1956,61,5,3,1,840,"US",1,840,"US",1,840,"US",1,1,2,2,6,3,5,3,3,2,3,2,1,2,3,-4,1,7,-4,8,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722094,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,71,22.37,23.49,20170501,-4,-4,-4,128,"en",3.452823499,125231.12481,0.385208,"-4","-4",840049,3,1,1,1,1,2,3,1,3,4,3,4,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,-4,1,-4,3,3,4,4,2,2,2,2,2,3,2,2,3,3,3,2,2,2,3,1,2,2,1,1,1,1,1,3,3,3,-2,7,3,8,2,2,2,3,3,2,3,2,3,-4,3,3,2,3,2,2,3,4,3,4,1,-2,-4,5,5,10,5,1,10,10,3,2,10,5,3,2,1,3,3,3,3,2,2,3,2,2,1,-4,1,1,1,1,1,10,1,1,1,1,1,1,2,4,1,3,1,1,2,1,1,3,1,1,2,1,1,1,4,4,2,1945,72,6,3,1,840,"US",1,840,"US",1,840,"US",1,1,2,2,5,3,3,2,4,2,3,2,4,4,3,-4,-3,6,-4,-3,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722095,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,146,8.09,10.36,20170501,-4,-4,-4,128,"en",0.743054733,125231.12481,0.385208,"-4","-4",840047,4,1,1,2,2,4,1,1,2,1,7,10,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,2,2,2,-4,1,-4,5,3,1,1,1,4,1,4,3,4,4,4,1,4,4,4,4,1,2,3,4,2,0,2,3,4,1,1,1,1,5,1,1,10,1,2,4,4,4,4,4,4,1,-4,4,4,4,4,4,1,5,4,4,4,1,840002,-4,5,5,5,5,5,5,5,5,5,5,5,3,1,4,3,3,3,3,4,1,1,0,7,7,-4,1,1,1,1,1,10,5,5,5,5,5,5,5,5,5,5,5,5,1,1,-3,1,4,4,4,4,4,4,4,4,1,1983,34,2,2,1,840,"US",1,840,"US",1,840,"US",3,1,3,4,6,3,-3,-3,6,3,3,2,1,-3,2,-4,1,-1,-4,-3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840722096,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,40,8.01,8.42,20170502,-4,-4,-4,128,"en",1.715764821,125231.12481,0.385208,"-4","-4",840021,3,2,1,1,2,2,1,2,3,2,4,9,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,-4,3,-4,1,3,3,1,3,1,2,4,3,4,3,3,4,4,4,4,4,2,1,1,2,2,0,3,2,3,2,3,2,3,3,10,3,3,1,3,3,4,3,4,4,3,3,-4,4,4,3,2,4,3,1,4,3,3,2,840002,-4,5,2,10,5,3,7,10,3,5,2,3,2,2,4,2,2,3,3,4,2,3,0,8,3,-4,2,1,1,1,1,10,2,2,1,1,9,5,1,10,7,1,10,4,6,1,3,3,2,3,2,2,2,1,4,1,2,1991,26,2,1,1,840,"US",1,840,"US",1,840,"US",6,1,0,1,4,2,-3,-3,2,1,2,1,1,-3,2,-4,-1,-1,-4,-3,5,-4
